	gene_matrix_background
7640	104080
7641	104082
7642	104086
7643	104099
7644	104103
7645	104110
7646	104111
7647	104112
7648	104130
7649	104156
7650	104158
7651	104174
7652	104175
7653	104183
7654	104184
7655	104215
7656	104245
7657	104248
7658	104252
7659	104263
7660	104271
7661	104303
7662	104307
7663	104318
7664	104346
7665	104348
7666	104349
7667	104360
7668	104362
7669	104366
7670	104367
7671	104368
7672	104369
7673	104370
7674	104382
7675	104383
7676	104384
7677	104394
7678	104401
7679	104416
7680	104418
7681	104433
7682	104443
7683	104444
7684	104445
7685	104457
7686	104458
7687	104479
7688	104522
7689	104582
7690	104601
7691	104625
7692	104662
7693	104681
7694	104692
7695	104709
7696	104718
7697	104721
7698	104725
7699	104759
7700	104771
7701	104776
7702	104797374
7703	104799
7704	104806
7705	104816
7706	104831
7707	104836
7708	104859
7709	104871
7710	104884
7711	104885
7712	104886
7713	104910
7714	104923
7715	104932
7716	104940697
7717	104943
7718	105000
7719	105014
7720	105083
7721	105120
7722	105148
7723	105171
7724	105180375
7725	105193
7726	105239
7727	105242389
7728	105242391
7729	105242392
7730	105242394
7731	105242395
7732	105242401
7733	105242405
7734	105242407
7735	105242412
7736	105242414
7737	105242415
7738	105242418
7739	105242429
7740	105242430
7741	105242431
7742	105242433
7743	105242435
7744	105242443
7745	105242444
7746	105242447
7747	105242506
7748	105242528
7749	105242534
7750	105242535
7751	105242540
7752	105242542
7753	105242544
7754	105242545
7755	105242546
7756	105242547
7757	105242548
7758	105242552
7759	105242554
7760	105242555
7761	105242556
7762	105242557
7763	105242558
7764	105242559
7765	105242562
7766	105242563
7767	105242570
7768	105242571
7769	105242573
7770	105242574
7771	105242576
7772	105242577
7773	105242578
7774	105242580
7775	105242582
7776	105242583
7777	105242589
7778	105242590
7779	105242591
7780	105242592
7781	105242593
7782	105242597
7783	105242598
7784	105242599
7785	105242600
7786	105242604
7787	105242605
7788	105242606
7789	105242607
7790	105242608
7791	105242609
7792	105242610
7793	105242611
7794	105242612
7795	105242613
7796	105242616
7797	105242618
7798	105242622
7799	105242623
7800	105242624
7801	105242625
7802	105242626
7803	105242628
7804	105242629
7805	105242630
7806	105242631
7807	105242632
7808	105242635
7809	105242636
7810	105242637
7811	105242638
7812	105242639
7813	105242640
7814	105242642
7815	105242643
7816	105242646
7817	105242647
7818	105242648
7819	105242649
7820	105242651
7821	105242652
7822	105242653
7823	105242654
7824	105242655
7825	105242656
7826	105242657
7827	105242658
7828	105242661
7829	105242662
7830	105242666
7831	105242667
7832	105242668
7833	105242670
7834	105242671
7835	105242673
7836	105242674
7837	105242675
7838	105242676
7839	105242677
7840	105242679
7841	105242682
7842	105242685
7843	105242686
7844	105242687
7845	105242688
7846	105242690
7847	105242691
7848	105242693
7849	105242694
7850	105242696
7851	105242698
7852	105242699
7853	105242703
7854	105242705
7855	105242706
7856	105242708
7857	105242709
7858	105242712
7859	105242713
7860	105242716
7861	105242717
7862	105242719
7863	105242720
7864	105242721
7865	105242722
7866	105242725
7867	105242726
7868	105242727
7869	105242728
7870	105242731
7871	105242732
7872	105242735
7873	105242737
7874	105242738
7875	105242741
7876	105242742
7877	105242743
7878	105242744
7879	105242745
7880	105242748
7881	105242750
7882	105242751
7883	105242752
7884	105242753
7885	105242756
7886	105242758
7887	105242759
7888	105242765
7889	105242766
7890	105242768
7891	105242771
7892	105242773
7893	105242774
7894	105242776
7895	105242778
7896	105242780
7897	105242784
7898	105242785
7899	105242793
7900	105242794
7901	105242797
7902	105242799
7903	105242803
7904	105242804
7905	105242805
7906	105242808
7907	105242809
7908	105242810
7909	105242811
7910	105242812
7911	105242813
7912	105242814
7913	105242815
7914	105242816
7915	105242817
7916	105242818
7917	105242821
7918	105242823
7919	105242828
7920	105242829
7921	105242831
7922	105242833
7923	105242836
7924	105242838
7925	105242842
7926	105242843
7927	105242845
7928	105242847
7929	105242850
7930	105242851
7931	105242854
7932	105242856
7933	105242858
7934	105242860
7935	105242861
7936	105242862
7937	105242863
7938	105242864
7939	105242865
7940	105242868
7941	105242869
7942	105242870
7943	105242871
7944	105242873
7945	105242874
7946	105242875
7947	105242876
7948	105242877
7949	105242878
7950	105242879
7951	105242880
7952	105242881
7953	105242884
7954	105242886
7955	105242887
7956	105242888
7957	105242890
7958	105242892
7959	105242893
7960	105242894
7961	105242895
7962	105242897
7963	105242898
7964	105242900
7965	105242901
7966	105242904
7967	105242906
7968	105242908
7969	105242909
7970	105242910
7971	105242911
7972	105242912
7973	105242913
7974	105242914
7975	105242917
7976	105242918
7977	105242922
7978	105242923
7979	105242926
7980	105242927
7981	105242928
7982	105242929
7983	105242930
7984	105242931
7985	105242934
7986	105242935
7987	105242936
7988	105242937
7989	105242938
7990	105242939
7991	105242940
7992	105242943
7993	105242944
7994	105242945
7995	105242946
7996	105242948
7997	105242949
7998	105242956
7999	105242958
8000	105242959
8001	105242960
8002	105242964
8003	105242966
8004	105242967
8005	105242968
8006	105242969
8007	105242970
8008	105242971
8009	105242972
8010	105242973
8011	105242975
8012	105242976
8013	105242978
8014	105242979
8015	105242980
8016	105242981
8017	105242985
8018	105242986
8019	105242987
8020	105242991
8021	105242994
8022	105242997
8023	105243
8024	105243000
8025	105243003
8026	105243005
8027	105243006
8028	105243007
8029	105243008
8030	105243010
8031	105243011
8032	105243016
8033	105243018
8034	105243022
8035	105243024
8036	105243025
8037	105243026
8038	105243027
8039	105243028
8040	105243029
8041	105243030
8042	105243031
8043	105243037
8044	105243038
8045	105243040
8046	105243042
8047	105243043
8048	105243044
8049	105243045
8050	105243046
8051	105243048
8052	105243049
8053	105243050
8054	105243052
8055	105243054
8056	105243055
8057	105243057
8058	105243058
8059	105243059
8060	105243060
8061	105243062
8062	105243063
8063	105243064
8064	105243065
8065	105243066
8066	105243067
8067	105243068
8068	105243071
8069	105243074
8070	105243076
8071	105243080
8072	105243081
8073	105243082
8074	105243084
8075	105243086
8076	105243088
8077	105243089
8078	105243092
8079	105243094
8080	105243095
8081	105243098
8082	105243109
8083	105243110
8084	105243112
8085	105243113
8086	105243116
8087	105243117
8088	105243118
8089	105243119
8090	105243121
8091	105243123
8092	105243124
8093	105243128
8094	105243132
8095	105243134
8096	105243135
8097	105243136
8098	105243137
8099	105243140
8100	105243143
8101	105243144
8102	105243145
8103	105243146
8104	105243149
8105	105243150
8106	105243151
8107	105243152
8108	105243154
8109	105243155
8110	105243156
8111	105243158
8112	105243160
8113	105243162
8114	105243163
8115	105243165
8116	105243166
8117	105243167
8118	105243169
8119	105243170
8120	105243171
8121	105243172
8122	105243173
8123	105243174
8124	105243175
8125	105243177
8126	105243179
8127	105243181
8128	105243182
8129	105243183
8130	105243185
8131	105243189
8132	105243190
8133	105243191
8134	105243192
8135	105243196
8136	105243197
8137	105243198
8138	105243202
8139	105243203
8140	105243205
8141	105243209
8142	105243210
8143	105243212
8144	105243213
8145	105243215
8146	105243217
8147	105243219
8148	105243220
8149	105243221
8150	105243222
8151	105243224
8152	105243225
8153	105243226
8154	105243227
8155	105243228
8156	105243230
8157	105243231
8158	105243235
8159	105243236
8160	105243237
8161	105243238
8162	105243239
8163	105243241
8164	105243242
8165	105243244
8166	105243245
8167	105243246
8168	105243247
8169	105243249
8170	105243251
8171	105243252
8172	105243253
8173	105243254
8174	105243257
8175	105243258
8176	105243259
8177	105243261
8178	105243262
8179	105243264
8180	105243265
8181	105243266
8182	105243267
8183	105243268
8184	105243273
8185	105243274
8186	105243276
8187	105243277
8188	105243278
8189	105243279
8190	105243280
8191	105243283
8192	105243284
8193	105243285
8194	105243286
8195	105243287
8196	105243288
8197	105243290
8198	105243291
8199	105243292
8200	105243294
8201	105243295
8202	105243297
8203	105243299
8204	105243301
8205	105243302
8206	105243304
8207	105243305
8208	105243306
8209	105243307
8210	105243310
8211	105243311
8212	105243312
8213	105243314
8214	105243315
8215	105243318
8216	105243321
8217	105243322
8218	105243327
8219	105243328
8220	105243329
8221	105243330
8222	105243331
8223	105243332
8224	105243334
8225	105243340
8226	105243343
8227	105243344
8228	105243345
8229	105243346
8230	105243347
8231	105243349
8232	105243350
8233	105243352
8234	105243353
8235	105243354
8236	105243355
8237	105243357
8238	105243358
8239	105243359
8240	105243360
8241	105243361
8242	105243362
8243	105243364
8244	105243366
8245	105243367
8246	105243368
8247	105243369
8248	105243373
8249	105243376
8250	105243378
8251	105243385
8252	105243387
8253	105243388
8254	105243390
8255	105243391
8256	105243393
8257	105243395
8258	105243396
8259	105243397
8260	105243398
8261	105243402
8262	105243403
8263	105243405
8264	105243406
8265	105243408
8266	105243409
8267	105243410
8268	105243411
8269	105243412
8270	105243414
8271	105243416
8272	105243417
8273	105243420
8274	105243422
8275	105243423
8276	105243424
8277	105243425
8278	105243426
8279	105243427
8280	105243428
8281	105243429
8282	105243432
8283	105243433
8284	105243435
8285	105243436
8286	105243437
8287	105243438
8288	105243439
8289	105243440
8290	105243446
8291	105243447
8292	105243448
8293	105243451
8294	105243452
8295	105243455
8296	105243456
8297	105243457
8298	105243459
8299	105243460
8300	105243461
8301	105243462
8302	105243465
8303	105243466
8304	105243467
8305	105243468
8306	105243469
8307	105243470
8308	105243471
8309	105243472
8310	105243473
8311	105243474
8312	105243476
8313	105243482
8314	105243483
8315	105243485
8316	105243486
8317	105243487
8318	105243489
8319	105243491
8320	105243492
8321	105243494
8322	105243495
8323	105243496
8324	105243499
8325	105243501
8326	105243502
8327	105243505
8328	105243506
8329	105243507
8330	105243509
8331	105243512
8332	105243516
8333	105243519
8334	105243523
8335	105243524
8336	105243525
8337	105243526
8338	105243528
8339	105243530
8340	105243532
8341	105243533
8342	105243534
8343	105243537
8344	105243538
8345	105243539
8346	105243545
8347	105243546
8348	105243547
8349	105243549
8350	105243550
8351	105243553
8352	105243554
8353	105243555
8354	105243556
8355	105243557
8356	105243558
8357	105243559
8358	105243560
8359	105243561
8360	105243562
8361	105243563
8362	105243566
8363	105243569
8364	105243570
8365	105243571
8366	105243572
8367	105243574
8368	105243575
8369	105243578
8370	105243579
8371	105243580
8372	105243582
8373	105243583
8374	105243585
8375	105243592
8376	105243596
8377	105243597
8378	105243599
8379	105243601
8380	105243604
8381	105243607
8382	105243610
8383	105243612
8384	105243624
8385	105243634
8386	105243636
8387	105243637
8388	105243642
8389	105243644
8390	105243645
8391	105243646
8392	105243647
8393	105243648
8394	105243649
8395	105243650
8396	105243651
8397	105243653
8398	105243657
8399	105243658
8400	105243659
8401	105243660
8402	105243661
8403	105243666
8404	105243667
8405	105243668
8406	105243669
8407	105243670
8408	105243671
8409	105243672
8410	105243673
8411	105243674
8412	105243675
8413	105243676
8414	105243677
8415	105243679
8416	105243680
8417	105243681
8418	105243682
8419	105243684
8420	105243685
8421	105243686
8422	105243687
8423	105243688
8424	105243691
8425	105243692
8426	105243693
8427	105243695
8428	105243697
8429	105243698
8430	105243700
8431	105243704
8432	105243706
8433	105243708
8434	105243709
8435	105243712
8436	105243714
8437	105243715
8438	105243720
8439	105243722
8440	105243723
8441	105243724
8442	105243725
8443	105243726
8444	105243729
8445	105243732
8446	105243734
8447	105243735
8448	105243737
8449	105243738
8450	105243739
8451	105243740
8452	105243742
8453	105243743
8454	105243744
8455	105243746
8456	105243749
8457	105243761
8458	105243765
8459	105243769
8460	105243777
8461	105243791
8462	105243797
8463	105243804
8464	105243808
8465	105243814
8466	105243825
8467	105243828
8468	105243834
8469	105243848
8470	105243850
8471	105243851
8472	105243852
8473	105243853
8474	105243854
8475	105243858
8476	105243859
8477	105243860
8478	105243861
8479	105243864
8480	105243865
8481	105243867
8482	105243868
8483	105243874
8484	105243875
8485	105243876
8486	105243877
8487	105243878
8488	105243879
8489	105243880
8490	105243881
8491	105243882
8492	105243883
8493	105243884
8494	105243885
8495	105243887
8496	105243888
8497	105243889
8498	105243890
8499	105243892
8500	105243893
8501	105243894
8502	105243895
8503	105243896
8504	105243897
8505	105243901
8506	105243902
8507	105243903
8508	105243904
8509	105243905
8510	105243906
8511	105243907
8512	105243908
8513	105243912
8514	105243914
8515	105243915
8516	105243917
8517	105243918
8518	105243920
8519	105243921
8520	105243922
8521	105243923
8522	105243926
8523	105243928
8524	105243931
8525	105243932
8526	105243934
8527	105243935
8528	105243936
8529	105243937
8530	105243938
8531	105243940
8532	105243942
8533	105243943
8534	105243944
8535	105243945
8536	105243947
8537	105243948
8538	105243950
8539	105243951
8540	105243952
8541	105243953
8542	105243954
8543	105243955
8544	105243956
8545	105243957
8546	105243958
8547	105243959
8548	105243960
8549	105243961
8550	105243962
8551	105243965
8552	105243970
8553	105243972
8554	105243973
8555	105243974
8556	105243975
8557	105243976
8558	105243978
8559	105243979
8560	105243980
8561	105243982
8562	105243983
8563	105243984
8564	105243987
8565	105243989
8566	105243990
8567	105243991
8568	105243992
8569	105243993
8570	105243994
8571	105243995
8572	105243996
8573	105243997
8574	105243998
8575	105243999
8576	105244001
8577	105244002
8578	105244003
8579	105244004
8580	105244006
8581	105244009
8582	105244010
8583	105244011
8584	105244012
8585	105244013
8586	105244015
8587	105244018
8588	105244020
8589	105244022
8590	105244023
8591	105244024
8592	105244025
8593	105244026
8594	105244027
8595	105244028
8596	105244029
8597	105244030
8598	105244031
8599	105244032
8600	105244033
8601	105244040
8602	105244041
8603	105244043
8604	105244044
8605	105244045
8606	105244046
8607	105244048
8608	105244049
8609	105244050
8610	105244053
8611	105244054
8612	105244055
8613	105244056
8614	105244059
8615	105244060
8616	105244062
8617	105244064
8618	105244066
8619	105244068
8620	105244069
8621	105244070
8622	105244071
8623	105244072
8624	105244073
8625	105244074
8626	105244077
8627	105244081
8628	105244082
8629	105244083
8630	105244084
8631	105244086
8632	105244087
8633	105244088
8634	105244090
8635	105244092
8636	105244093
8637	105244095
8638	105244096
8639	105244098
8640	105244099
8641	105244100
8642	105244101
8643	105244103
8644	105244104
8645	105244106
8646	105244107
8647	105244108
8648	105244109
8649	105244110
8650	105244111
8651	105244112
8652	105244113
8653	105244115
8654	105244117
8655	105244118
8656	105244120
8657	105244121
8658	105244123
8659	105244125
8660	105244126
8661	105244127
8662	105244128
8663	105244129
